,count,distance,region,service,group,time,colors,bins
3,996,6.0,Kapiti Coast,health_services,population,0,#404387,6-8
4,2211,8.0,Kapiti Coast,health_services,population,0,#440154,8+
5,0,,Kapiti Coast,health_services,population,0,black,isolated
0,0,0.0,Levin,health_services,population,0,#79D151,0-2
1,0,2.0,Levin,health_services,population,0,#22A784,2-4
2,0,4.0,Levin,health_services,population,0,#29788E,4-6
3,0,6.0,Levin,health_services,population,0,#404387,6-8
4,5535,8.0,Levin,health_services,population,0,#440154,8+
5,0,,Levin,health_services,population,0,black,isolated
0,0,0.0,Miramar,health_services,population,0,#79D151,0-2
1,10947,2.0,Miramar,health_services,population,0,#22A784,2-4
2,3396,4.0,Miramar,health_services,population,0,#29788E,4-6
3,0,6.0,Miramar,health_services,population,0,#404387,6-8
4,0,8.0,Miramar,health_services,population,0,#440154,8+
5,0,,Miramar,health_services,population,0,black,isolated
0,14805,0.0,Upper Hutt,health_services,population,0,#79D151,0-2
1,10836,2.0,Upper Hutt,health_services,population,0,#22A784,2-4
2,8994,4.0,Upper Hutt,health_services,population,0,#29788E,4-6
3,2505,6.0,Upper Hutt,health_services,population,0,#404387,6-8
4,4647,8.0,Upper Hutt,health_services,population,0,#440154,8+
5,0,,Upper Hutt,health_services,population,0,black,isolated
0,0,0.0,Wainuiomata,health_services,population,0,#79D151,0-2
1,0,2.0,Wainuiomata,health_services,population,0,#22A784,2-4
2,3366,4.0,Wainuiomata,health_services,population,0,#29788E,4-6
3,6921,6.0,Wainuiomata,health_services,population,0,#404387,6-8
4,7398,8.0,Wainuiomata,health_services,population,0,#440154,8+
5,0,,Wainuiomata,health_services,population,0,black,isolated
0,22044,0.0,Wellington RORO & CBD,health_services,population,0,#79D151,0-2
1,1755,2.0,Wellington RORO & CBD,health_services,population,0,#22A784,2-4
2,0,4.0,Wellington RORO & CBD,health_services,population,0,#29788E,4-6
3,0,6.0,Wellington RORO & CBD,health_services,population,0,#404387,6-8
4,0,8.0,Wellington RORO & CBD,health_services,population,0,#440154,8+
5,0,,Wellington RORO & CBD,health_services,population,0,black,isolated
0,2139,0.0,Porirua North,health_services,population,0,#79D151,0-2
1,852,2.0,Porirua North,health_services,population,0,#22A784,2-4
2,0,4.0,Porirua North,health_services,population,0,#29788E,4-6
3,1422,6.0,Porirua North,health_services,population,0,#404387,6-8
4,0,8.0,Porirua North,health_services,population,0,#440154,8+
5,0,,Porirua North,health_services,population,0,black,isolated
0,0,0.0,Titahi Bay,health_services,population,0,#79D151,0-2
1,156,2.0,Titahi Bay,health_services,population,0,#22A784,2-4
2,5268,4.0,Titahi Bay,health_services,population,0,#29788E,4-6
3,0,6.0,Titahi Bay,health_services,population,0,#404387,6-8
4,0,8.0,Titahi Bay,health_services,population,0,#440154,8+
5,0,,Titahi Bay,health_services,population,0,black,isolated
0,15297,0.0,Porirua East,health_services,population,0,#79D151,0-2
1,12363,2.0,Porirua East,health_services,population,0,#22A784,2-4
2,7218,4.0,Porirua East,health_services,population,0,#29788E,4-6
3,0,6.0,Porirua East,health_services,population,0,#404387,6-8
4,0,8.0,Porirua East,health_services,population,0,#440154,8+
5,0,,Porirua East,health_services,population,0,black,isolated
0,726,0.0,Porirua CBD,health_services,population,0,#79D151,0-2
1,1611,2.0,Porirua CBD,health_services,population,0,#22A784,2-4
2,0,4.0,Porirua CBD,health_services,population,0,#29788E,4-6
3,0,6.0,Porirua CBD,health_services,population,0,#404387,6-8
4,0,8.0,Porirua CBD,health_services,population,0,#440154,8+
5,0,,Porirua CBD,health_services,population,0,black,isolated
0,0,0.0,Petone,health_services,population,0,#79D151,0-2
1,1485,2.0,Petone,health_services,population,0,#22A784,2-4
2,4362,4.0,Petone,health_services,population,0,#29788E,4-6
3,0,6.0,Petone,health_services,population,0,#404387,6-8
4,0,8.0,Petone,health_services,population,0,#440154,8+
5,0,,Petone,health_services,population,0,black,isolated
0,19626,0.0,Lower Hutt,health_services,population,0,#79D151,0-2
1,19449,2.0,Lower Hutt,health_services,population,0,#22A784,2-4
2,5532,4.0,Lower Hutt,health_services,population,0,#29788E,4-6
3,0,6.0,Lower Hutt,health_services,population,0,#404387,6-8
4,0,8.0,Lower Hutt,health_services,population,0,#440154,8+
5,0,,Lower Hutt,health_services,population,0,black,isolated
0,0,0.0,Western Hutt Hills,health_services,population,0,#79D151,0-2
1,630,2.0,Western Hutt Hills,health_services,population,0,#22A784,2-4
2,2982,4.0,Western Hutt Hills,health_services,population,0,#29788E,4-6
3,2811,6.0,Western Hutt Hills,health_services,population,0,#404387,6-8
4,0,8.0,Western Hutt Hills,health_services,population,0,#440154,8+
5,0,,Western Hutt Hills,health_services,population,0,black,isolated
0,14727,0.0,Karori,health_services,population,0,#79D151,0-2
1,2979,2.0,Karori,health_services,population,0,#22A784,2-4
2,0,4.0,Karori,health_services,population,0,#29788E,4-6
3,0,6.0,Karori,health_services,population,0,#404387,6-8
4,0,8.0,Karori,health_services,population,0,#440154,8+
5,0,,Karori,health_services,population,0,black,isolated
0,24240,0.0,Johnsonville,health_services,population,0,#79D151,0-2
1,5685,2.0,Johnsonville,health_services,population,0,#22A784,2-4
2,765,4.0,Johnsonville,health_services,population,0,#29788E,4-6
3,0,6.0,Johnsonville,health_services,population,0,#404387,6-8
4,0,8.0,Johnsonville,health_services,population,0,#440154,8+
5,0,,Johnsonville,health_services,population,0,black,isolated
0,28290,0.0,Newtown,health_services,population,0,#79D151,0-2
1,10323,2.0,Newtown,health_services,population,0,#22A784,2-4
2,0,4.0,Newtown,health_services,population,0,#29788E,4-6
3,0,6.0,Newtown,health_services,population,0,#404387,6-8
4,0,8.0,Newtown,health_services,population,0,#440154,8+
5,0,,Newtown,health_services,population,0,black,isolated
0,0,0.0,Stokes Valley,health_services,population,0,#79D151,0-2
1,0,2.0,Stokes Valley,health_services,population,0,#22A784,2-4
2,0,4.0,Stokes Valley,health_services,population,0,#29788E,4-6
3,147,6.0,Stokes Valley,health_services,population,0,#404387,6-8
4,8469,8.0,Stokes Valley,health_services,population,0,#440154,8+
5,0,,Stokes Valley,health_services,population,0,black,isolated
0,1005,0.0,Eastbourne,health_services,population,0,#79D151,0-2
1,105,2.0,Eastbourne,health_services,population,0,#22A784,2-4
2,198,4.0,Eastbourne,health_services,population,0,#29788E,4-6
3,0,6.0,Eastbourne,health_services,population,0,#404387,6-8
4,0,8.0,Eastbourne,health_services,population,0,#440154,8+
5,0,,Eastbourne,health_services,population,0,black,isolated
0,10494,0.0,Tawa,health_services,population,0,#79D151,0-2
1,822,2.0,Tawa,health_services,population,0,#22A784,2-4
2,90,4.0,Tawa,health_services,population,0,#29788E,4-6
3,0,6.0,Tawa,health_services,population,0,#404387,6-8
4,0,8.0,Tawa,health_services,population,0,#440154,8+
5,0,,Tawa,health_services,population,0,black,isolated
0,14730,0.0,Wellington Western Suburbs,health_services,population,0,#79D151,0-2
1,4029,2.0,Wellington Western Suburbs,health_services,population,0,#22A784,2-4
2,0,4.0,Wellington Western Suburbs,health_services,population,0,#29788E,4-6
3,0,6.0,Wellington Western Suburbs,health_services,population,0,#404387,6-8
4,0,8.0,Wellington Western Suburbs,health_services,population,0,#440154,8+
5,0,,Wellington Western Suburbs,health_services,population,0,black,isolated
0,7233,0.0,Wellington Southern Suburbs,health_services,population,0,#79D151,0-2
1,2160,2.0,Wellington Southern Suburbs,health_services,population,0,#22A784,2-4
2,198,4.0,Wellington Southern Suburbs,health_services,population,0,#29788E,4-6
3,0,6.0,Wellington Southern Suburbs,health_services,population,0,#404387,6-8
4,0,8.0,Wellington Southern Suburbs,health_services,population,0,#440154,8+
5,0,,Wellington Southern Suburbs,health_services,population,0,black,isolated
0,138,0.0,Wellington Airport,health_services,population,0,#79D151,0-2
1,0,2.0,Wellington Airport,health_services,population,0,#22A784,2-4
2,0,4.0,Wellington Airport,health_services,population,0,#29788E,4-6
3,0,6.0,Wellington Airport,health_services,population,0,#404387,6-8
4,0,8.0,Wellington Airport,health_services,population,0,#440154,8+
5,0,,Wellington Airport,health_services,population,0,black,isolated
0,286635,0.0,All,water,population,0,#79D151,0-1
1,48171,1.0,All,water,population,0,#22A784,1-2
2,2667,2.0,All,water,population,0,#29788E,2-3
3,459,3.0,All,water,population,0,#404387,3-4
4,45912,4.0,All,water,population,0,#440154,4+
5,0,,All,water,population,0,black,isolated
0,0,0.0,Kapiti Coast,water,population,0,#79D151,0-1
1,0,1.0,Kapiti Coast,water,population,0,#22A784,1-2
2,0,2.0,Kapiti Coast,water,population,0,#29788E,2-3
3,0,3.0,Kapiti Coast,water,population,0,#404387,3-4
4,39939,4.0,Kapiti Coast,water,population,0,#440154,4+
5,0,,Kapiti Coast,water,population,0,black,isolated
0,0,0.0,Levin,water,population,0,#79D151,0-1
1,0,1.0,Levin,water,population,0,#22A784,1-2
2,0,2.0,Levin,water,population,0,#29788E,2-3
3,0,3.0,Levin,water,population,0,#404387,3-4
4,5535,4.0,Levin,water,population,0,#440154,4+
5,0,,Levin,water,population,0,black,isolated
0,13272,0.0,Miramar,water,population,0,#79D151,0-1
1,1071,1.0,Miramar,water,population,0,#22A784,1-2
2,0,2.0,Miramar,water,population,0,#29788E,2-3
3,0,3.0,Miramar,water,population,0,#404387,3-4
4,0,4.0,Miramar,water,population,0,#440154,4+
5,0,,Miramar,water,population,0,black,isolated
0,30312,0.0,Upper Hutt,water,population,0,#79D151,0-1
1,8757,1.0,Upper Hutt,water,population,0,#22A784,1-2
2,1911,2.0,Upper Hutt,water,population,0,#29788E,2-3
3,459,3.0,Upper Hutt,water,population,0,#404387,3-4
4,348,4.0,Upper Hutt,water,population,0,#440154,4+
5,0,,Upper Hutt,water,population,0,black,isolated
0,14538,0.0,Wainuiomata,water,population,0,#79D151,0-1
1,3147,1.0,Wainuiomata,water,population,0,#22A784,1-2
2,0,2.0,Wainuiomata,water,population,0,#29788E,2-3
3,0,3.0,Wainuiomata,water,population,0,#404387,3-4
4,0,4.0,Wainuiomata,water,population,0,#440154,4+
5,0,,Wainuiomata,water,population,0,black,isolated
0,21582,0.0,Wellington RORO & CBD,water,population,0,#79D151,0-1
1,2217,1.0,Wellington RORO & CBD,water,population,0,#22A784,1-2
2,0,2.0,Wellington RORO & CBD,water,population,0,#29788E,2-3
3,0,3.0,Wellington RORO & CBD,water,population,0,#404387,3-4
4,0,4.0,Wellington RORO & CBD,water,population,0,#440154,4+
5,0,,Wellington RORO & CBD,water,population,0,black,isolated
0,3075,0.0,Porirua North,water,population,0,#79D151,0-1
1,1338,1.0,Porirua North,water,population,0,#22A784,1-2
2,0,2.0,Porirua North,water,population,0,#29788E,2-3
3,0,3.0,Porirua North,water,population,0,#404387,3-4
4,0,4.0,Porirua North,water,population,0,#440154,4+
5,0,,Porirua North,water,population,0,black,isolated
0,4332,0.0,Titahi Bay,water,population,0,#79D151,0-1
1,1092,1.0,Titahi Bay,water,population,0,#22A784,1-2
2,0,2.0,Titahi Bay,water,population,0,#29788E,2-3
3,0,3.0,Titahi Bay,water,population,0,#404387,3-4
4,0,4.0,Titahi Bay,water,population,0,#440154,4+
5,0,,Titahi Bay,water,population,0,black,isolated
0,22308,0.0,Porirua East,water,population,0,#79D151,0-1
1,12141,1.0,Porirua East,water,population,0,#22A784,1-2
2,429,2.0,Porirua East,water,population,0,#29788E,2-3
3,0,3.0,Porirua East,water,population,0,#404387,3-4
4,0,4.0,Porirua East,water,population,0,#440154,4+
5,0,,Porirua East,water,population,0,black,isolated
0,1506,0.0,Porirua CBD,water,population,0,#79D151,0-1
1,831,1.0,Porirua CBD,water,population,0,#22A784,1-2
2,0,2.0,Porirua CBD,water,population,0,#29788E,2-3
3,0,3.0,Porirua CBD,water,population,0,#404387,3-4
4,0,4.0,Porirua CBD,water,population,0,#440154,4+
5,0,,Porirua CBD,water,population,0,black,isolated
0,5847,0.0,Petone,water,population,0,#79D151,0-1
1,0,1.0,Petone,water,population,0,#22A784,1-2
2,0,2.0,Petone,water,population,0,#29788E,2-3
3,0,3.0,Petone,water,population,0,#404387,3-4
4,0,4.0,Petone,water,population,0,#440154,4+
5,0,,Petone,water,population,0,black,isolated
0,41892,0.0,Lower Hutt,water,population,0,#79D151,0-1
1,2715,1.0,Lower Hutt,water,population,0,#22A784,1-2
2,0,2.0,Lower Hutt,water,population,0,#29788E,2-3
3,0,3.0,Lower Hutt,water,population,0,#404387,3-4
4,0,4.0,Lower Hutt,water,population,0,#440154,4+
5,0,,Lower Hutt,water,population,0,black,isolated
0,6423,0.0,Western Hutt Hills,water,population,0,#79D151,0-1
1,0,1.0,Western Hutt Hills,water,population,0,#22A784,1-2
2,0,2.0,Western Hutt Hills,water,population,0,#29788E,2-3
3,0,3.0,Western Hutt Hills,water,population,0,#404387,3-4
4,0,4.0,Western Hutt Hills,water,population,0,#440154,4+
5,0,,Western Hutt Hills,water,population,0,black,isolated
0,16440,0.0,Karori,water,population,0,#79D151,0-1
1,1266,1.0,Karori,water,population,0,#22A784,1-2
2,0,2.0,Karori,water,population,0,#29788E,2-3
3,0,3.0,Karori,water,population,0,#404387,3-4
4,0,4.0,Karori,water,population,0,#440154,4+
5,0,,Karori,water,population,0,black,isolated
0,25941,0.0,Johnsonville,water,population,0,#79D151,0-1
1,4620,1.0,Johnsonville,water,population,0,#22A784,1-2
2,129,2.0,Johnsonville,water,population,0,#29788E,2-3
3,0,3.0,Johnsonville,water,population,0,#404387,3-4
4,0,4.0,Johnsonville,water,population,0,#440154,4+
5,0,,Johnsonville,water,population,0,black,isolated
0,36723,0.0,Newtown,water,population,0,#79D151,0-1
1,1890,1.0,Newtown,water,population,0,#22A784,1-2
2,0,2.0,Newtown,water,population,0,#29788E,2-3
3,0,3.0,Newtown,water,population,0,#404387,3-4
4,0,4.0,Newtown,water,population,0,#440154,4+
5,0,,Newtown,water,population,0,black,isolated
0,6822,0.0,Stokes Valley,water,population,0,#79D151,0-1
1,1794,1.0,Stokes Valley,water,population,0,#22A784,1-2
2,0,2.0,Stokes Valley,water,population,0,#29788E,2-3
3,0,3.0,Stokes Valley,water,population,0,#404387,3-4
4,0,4.0,Stokes Valley,water,population,0,#440154,4+
5,0,,Stokes Valley,water,population,0,black,isolated
0,1308,0.0,Eastbourne,water,population,0,#79D151,0-1
1,0,1.0,Eastbourne,water,population,0,#22A784,1-2
2,0,2.0,Eastbourne,water,population,0,#29788E,2-3
3,0,3.0,Eastbourne,water,population,0,#404387,3-4
4,0,4.0,Eastbourne,water,population,0,#440154,4+
5,0,,Eastbourne,water,population,0,black,isolated
0,9777,0.0,Tawa,water,population,0,#79D151,0-1
1,1539,1.0,Tawa,water,population,0,#22A784,1-2
2,0,2.0,Tawa,water,population,0,#29788E,2-3
3,0,3.0,Tawa,water,population,0,#404387,3-4
4,90,4.0,Tawa,water,population,0,#440154,4+
5,0,,Tawa,water,population,0,black,isolated
0,16551,0.0,Wellington Western Suburbs,water,population,0,#79D151,0-1
1,2208,1.0,Wellington Western Suburbs,water,population,0,#22A784,1-2
2,0,2.0,Wellington Western Suburbs,water,population,0,#29788E,2-3
3,0,3.0,Wellington Western Suburbs,water,population,0,#404387,3-4
4,0,4.0,Wellington Western Suburbs,water,population,0,#440154,4+
5,0,,Wellington Western Suburbs,water,population,0,black,isolated
0,7986,0.0,Wellington Southern Suburbs,water,population,0,#79D151,0-1
1,1407,1.0,Wellington Southern Suburbs,water,population,0,#22A784,1-2
2,198,2.0,Wellington Southern Suburbs,water,population,0,#29788E,2-3
3,0,3.0,Wellington Southern Suburbs,water,population,0,#404387,3-4
4,0,4.0,Wellington Southern Suburbs,water,population,0,#440154,4+
5,0,,Wellington Southern Suburbs,water,population,0,black,isolated
0,0,0.0,Wellington Airport,water,population,0,#79D151,0-1
1,138,1.0,Wellington Airport,water,population,0,#22A784,1-2
2,0,2.0,Wellington Airport,water,population,0,#29788E,2-3
3,0,3.0,Wellington Airport,water,population,0,#404387,3-4
4,0,4.0,Wellington Airport,water,population,0,#440154,4+
5,0,,Wellington Airport,water,population,0,black,isolated
0,35181,0.0,All,EM_hubs,difficulty_walking,0,#79D151,0-2
1,4482,2.0,All,EM_hubs,difficulty_walking,0,#22A784,2-4
2,351,4.0,All,EM_hubs,difficulty_walking,0,#29788E,4-6
3,180,6.0,All,EM_hubs,difficulty_walking,0,#404387,6-8
4,93,8.0,All,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,All,EM_hubs,difficulty_walking,0,black,isolated
0,3933,0.0,Kapiti Coast,EM_hubs,difficulty_walking,0,#79D151,0-2
1,1779,2.0,Kapiti Coast,EM_hubs,difficulty_walking,0,#22A784,2-4
2,321,4.0,Kapiti Coast,EM_hubs,difficulty_walking,0,#29788E,4-6
3,165,6.0,Kapiti Coast,EM_hubs,difficulty_walking,0,#404387,6-8
4,93,8.0,Kapiti Coast,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Kapiti Coast,EM_hubs,difficulty_walking,0,black,isolated
0,516,0.0,Levin,EM_hubs,difficulty_walking,0,#79D151,0-2
1,312,2.0,Levin,EM_hubs,difficulty_walking,0,#22A784,2-4
2,0,4.0,Levin,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Levin,EM_hubs,difficulty_walking,0,#404387,6-8
4,0,8.0,Levin,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Levin,EM_hubs,difficulty_walking,0,black,isolated
0,1395,0.0,Miramar,EM_hubs,difficulty_walking,0,#79D151,0-2
1,84,2.0,Miramar,EM_hubs,difficulty_walking,0,#22A784,2-4
2,0,4.0,Miramar,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Miramar,EM_hubs,difficulty_walking,0,#404387,6-8
4,0,8.0,Miramar,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Miramar,EM_hubs,difficulty_walking,0,black,isolated
0,4725,0.0,Upper Hutt,EM_hubs,difficulty_walking,0,#79D151,0-2
1,486,2.0,Upper Hutt,EM_hubs,difficulty_walking,0,#22A784,2-4
2,24,4.0,Upper Hutt,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Upper Hutt,EM_hubs,difficulty_walking,0,#404387,6-8
4,0,8.0,Upper Hutt,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Upper Hutt,EM_hubs,difficulty_walking,0,black,isolated
0,2157,0.0,Wainuiomata,EM_hubs,difficulty_walking,0,#79D151,0-2
1,0,2.0,Wainuiomata,EM_hubs,difficulty_walking,0,#22A784,2-4
2,0,4.0,Wainuiomata,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Wainuiomata,EM_hubs,difficulty_walking,0,#404387,6-8
4,0,8.0,Wainuiomata,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Wainuiomata,EM_hubs,difficulty_walking,0,black,isolated
0,1332,0.0,Wellington RORO & CBD,EM_hubs,difficulty_walking,0,#79D151,0-2
1,0,2.0,Wellington RORO & CBD,EM_hubs,difficulty_walking,0,#22A784,2-4
2,0,4.0,Wellington RORO & CBD,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Wellington RORO & CBD,EM_hubs,difficulty_walking,0,#404387,6-8
4,0,8.0,Wellington RORO & CBD,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Wellington RORO & CBD,EM_hubs,difficulty_walking,0,black,isolated
0,264,0.0,Porirua North,EM_hubs,difficulty_walking,0,#79D151,0-2
1,87,2.0,Porirua North,EM_hubs,difficulty_walking,0,#22A784,2-4
2,0,4.0,Porirua North,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Porirua North,EM_hubs,difficulty_walking,0,#404387,6-8
4,0,8.0,Porirua North,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Porirua North,EM_hubs,difficulty_walking,0,black,isolated
0,657,0.0,Titahi Bay,EM_hubs,difficulty_walking,0,#79D151,0-2
1,0,2.0,Titahi Bay,EM_hubs,difficulty_walking,0,#22A784,2-4
2,0,4.0,Titahi Bay,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Titahi Bay,EM_hubs,difficulty_walking,0,#404387,6-8
4,0,8.0,Titahi Bay,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Titahi Bay,EM_hubs,difficulty_walking,0,black,isolated
0,2925,0.0,Porirua East,EM_hubs,difficulty_walking,0,#79D151,0-2
1,675,2.0,Porirua East,EM_hubs,difficulty_walking,0,#22A784,2-4
2,0,4.0,Porirua East,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Porirua East,EM_hubs,difficulty_walking,0,#404387,6-8
4,0,8.0,Porirua East,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Porirua East,EM_hubs,difficulty_walking,0,black,isolated
0,0,0.0,Porirua CBD,EM_hubs,difficulty_walking,0,#79D151,0-2
1,282,2.0,Porirua CBD,EM_hubs,difficulty_walking,0,#22A784,2-4
2,0,4.0,Porirua CBD,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Porirua CBD,EM_hubs,difficulty_walking,0,#404387,6-8
4,0,8.0,Porirua CBD,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Porirua CBD,EM_hubs,difficulty_walking,0,black,isolated
0,567,0.0,Petone,EM_hubs,difficulty_walking,0,#79D151,0-2
1,0,2.0,Petone,EM_hubs,difficulty_walking,0,#22A784,2-4
2,0,4.0,Petone,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Petone,EM_hubs,difficulty_walking,0,#404387,6-8
4,0,8.0,Petone,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Petone,EM_hubs,difficulty_walking,0,black,isolated
0,5442,0.0,Lower Hutt,EM_hubs,difficulty_walking,0,#79D151,0-2
1,30,2.0,Lower Hutt,EM_hubs,difficulty_walking,0,#22A784,2-4
2,0,4.0,Lower Hutt,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Lower Hutt,EM_hubs,difficulty_walking,0,#404387,6-8
4,0,8.0,Lower Hutt,EM_hubs,difficulty_walking,0,#440154,8+
5,0,,Lower Hutt,EM_hubs,difficulty_walking,0,black,isolated
0,435,0.0,Western Hutt Hills,EM_hubs,difficulty_walking,0,#79D151,0-2
1,51,2.0,Western Hutt Hills,EM_hubs,difficulty_walking,0,#22A784,2-4
2,0,4.0,Western Hutt Hills,EM_hubs,difficulty_walking,0,#29788E,4-6
3,0,6.0,Western Hutt Hills,EM_hubs,difficulty_walking,0,#404387,6-8
